"","id","metric","value","id","metric","value"
"112","28","var4",10799.5086903475,"28","var4",0.979402329981901
"113","29","var1",9.17526790787663,"29","var1",0.995004064028865
"114","29","var2",103.988209464662,"29","var2",1.1329868485901
"115","29","var3",940.161006189419,"29","var3",0.84881409040734
"116","29","var4",9966.99087578513,"29","var4",0.903901683543924
"117","30","var1",10.7328764233159,"30","var1",1.16391758443927
"118","30","var2",85.6062265925926,"30","var2",0.932708904078125
"119","30","var3",1170.75957303122,"30","var3",1.05700748651126
"120","30","var4",9927.78413805036,"30","var4",0.900346043061618
"121","31","var1",9.33508549019519,"31","var1",1.01233534476168
"122","31","var2",94.9023338809097,"31","var2",1.03399314923406
"123","31","var3",1162.87884109431,"31","var3",1.04989245380225
"124","31","var4",11355.3844837654,"31","var4",1.02981444250149
"125","32","var1",10.3608855491707,"32","var1",1.12357735293078
"126","32","var2",102.532773004606,"32","var2",1.11712937420246
"127","32","var3",884.124308776927,"32","var3",0.798221970514598
"128","32","var4",9217.54238001869,"32","var4",0.835934554297467
"129","33","var1",11.0119309570303,"33","var1",1.19417941416667
"130","33","var2",97.6410257623701,"33","var2",1.06383212713366
"131","33","var3",1011.96616057587,"33","var3",0.91364258936214
"132","33","var4",10351.6520789507,"33","var4",0.938786425936948
"133","34","var1",9.76408315233223,"34","var1",1.05885762853269
"134","34","var2",121.691428219685,"34","var2",1.32586942759028
"135","34","var3",930.23570006037,"34","var3",0.839853136231959
"136","34","var4",8061.55364362343,"34","var4",0.731098483109314
"137","35","var1",11.3535898930904,"35","var1",1.23123032464742
"138","35","var2",88.9109896443666,"35","var2",0.96871541957293
"139","35","var3",839.357812989556,"35","var3",0.757805028998917
"140","35","var4",8098.70135871524,"35","var4",0.734467391802997
"141","36","var1",9.73136703545151,"36","var1",1.05530975727897
"142","36","var2",94.9580481143688,"36","var2",1.03460017472391
"143","36","var3",1134.24024464427,"36","var3",1.02403640995843
"144","36","var4",9168.29236695787,"36","var4",0.83146809393094
"145","37","var1",11.0198773683856,"37","var1",1.19504115593513
"146","37","var2",121.29573245464,"37","var2",1.32155818788198
"147","37","var3",832.308248047221,"37","var3",0.751440406328011
"148","37","var4",10772.9973762186,"37","var4",0.976998031455632
"149","38","var1",9.72029350027002,"38","var1",1.05410889724748
"150","38","var2",98.0269635877657,"38","var2",1.06803705077643
"151","38","var3",898.315956443172,"38","var3",0.811034744524477
"152","38","var4",10591.1580101793,"38","var4",0.960507105443367
"153","39","var1",9.38185372164282,"39","var1",1.01740708553537
"154","39","var2",91.3940296503767,"39","var2",0.995768983489602
"155","39","var3",841.067950847211,"39","var3",0.759349008275403
"156","39","var4",10055.3130072406,"39","var4",0.911911575828541
"157","40","var1",9.50072694061707,"40","var1",1.03029818987925
"158","40","var2",115.622039170536,"40","var2",1.25974137319773
"159","40","var3",784.6155238271,"40","var3",0.708381551449495
"160","40","var4",8676.4899013353,"40","var4",0.786866761172894
"161","41","var1",9.846283223181,"41","var1",1.06777174476114
"162","41","var2",110.140599348786,"41","var2",1.20001922526046
"163","41","var3",964.303825416638,"41","var3",0.870611170915157
"164","41","var4",9668.39711535994,"41","var4",0.876822356783451
"165","42","var1",11.2208696944718,"42","var1",1.21683759646443
"166","42","var2",106.458950766942,"42","var2",1.15990641395393
"167","42","var3",894.431408455357,"42","var3",0.807527622823818
"168","42","var4",10804.5462629883,"42","var4",0.979859185059603
"169","43","var1",9.33042948964977,"43","var1",1.01183042877325
"170","43","var2",88.9747888917765,"43","var2",0.969410534034825
"171","43","var3",1140.59071199332,"43","var3",1.02976986000695
"172","43","var4",10062.5032131147,"43","var4",0.912563652194978
"173","44","var1",8.79033965762601,"44","var1",0.953260849857419
"174","44","var2",91.7345522912797,"44","var2",0.999479093277783
"175","44","var3",813.697080338085,"44","var3",0.734637516943694
"176","44","var4",9467.99311617191,"44","var4",0.858647812980558
"177","45","var1",11.0240966548793,"45","var1",1.19549871284253
"178","45","var2",112.564984397881,"45","var2",1.22643372350678
"179","45","var3",991.75216433414,"45","var3",0.895392603752797
"180","45","var4",9321.11786276712,"45","var4",0.845327765788975
"181","46","var1",10.6039553114884,"46","var1",1.14993684496709
"182","46","var2",115.009203219565,"46","var2",1.25306431743951
"183","46","var3",914.159263692561,"46","var3",0.825338701339746
"184","46","var4",10533.2180169264,"46","var4",0.955252554887581
"185","47","var1",9.43134653067797,"47","var1",1.02277429079026
"186","47","var2",100.006669984651,"47","var2",1.08960662412794
"187","47","var3",944.647667359833,"47","var3",0.852864823415047
"188","47","var4",10603.2107375448,"47","var4",0.961600161581646
"189","48","var1",9.10869688340976,"48","var1",0.987784826339441
"190","48","var2",91.1985747564278,"48","var2",0.99363943605844
"191","48","var3",1014.98432638907,"48","var3",0.916367507384228
"192","48","var4",10990.7040571276,"48","var4",0.996741747271648
"193","49","var1",7.47485430775732,"49","var1",0.81060416861042
"194","49","var2",74.8068658887544,"49","var2",0.815046202569764
"195","49","var3",1010.36891700047,"49","var3",0.912200535454681
"196","49","var4",10001.2502708214,"49","var4",0.90700865185928
"197","50","var1",10.5893570492305,"50","var1",1.14835374892889
"198","50","var2",99.9261405835328,"50","var2",1.08872922896111
"199","50","var3",1037.60181269997,"50","var3",0.936787457737304
"200","50","var4",10406.4094683486,"50","var4",0.943752347655955
"201","51","var1",9.34680227909283,"51","var1",1.01360596189108
"202","51","var2",99.1114844147944,"51","var2",1.07985327340754
"203","51","var3",814.658314571523,"51","var3",0.735505356767035
"204","51","var4",10057.4079784771,"51","var4",0.912101567778092
"205","52","var1",9.33879754944176,"52","var1",1.01273789584502
"206","52","var2",91.0456210399356,"52","var2",0.99197295338583
"207","52","var3",1107.23913103275,"52","var3",0.999658749601043
"208","52","var4",9773.36263254093,"52","var4",0.886341629839521
"209","53","var1",11.4723909793614,"53","var1",1.24411360662213
"210","53","var2",85.6249290394118,"53","var2",0.932912673586146
"211","53","var3",1008.1717277137,"53","var3",0.910216827117891
"212","53","var4",11934.9657695237,"53","var4",1.0823763948978
"213","54","var1",10.5555279361631,"54","var1",1.14468517975766
"214","54","var2",89.8604161355699,"54","var2",0.979059743547486
"215","54","var3",994.127728989652,"54","var3",0.897537356341979
"216","54","var4",10765.2654816001,"54","var4",0.976296829593429
"217","55","var1",9.59550079621188,"55","var1",1.04057585941734
"218","55","var2",102.268877786244,"55","var2",1.1142541461997
"219","55","var3",989.867464727763,"55","var3",0.89369102330908
"220","55","var4",10539.3532930844,"55","var4",0.955808960177533
"221","56","var1",9.59674572244208,"56","var1",1.04071086437533
"222","56","var2",99.3684800976567,"56","var2",1.08265332862848
"223","56","var3",1045.01028778927,"56","var3",0.943476118512244
"224","56","var4",8645.3839888975,"56","var4",0.784045780701345
"225","57","var1",9.72538629357834,"57","var1",1.0546611808527
"226","57","var2",91.0788055743188,"57","var2",0.992334510154874
"227","57","var3",934.464622804619,"57","var3",0.843671172918156
"228","57","var4",10804.1846041084,"57","var4",0.979826386387022
"229","58","var1",9.78524667202849,"58","var1",1.06115268828662
"230","58","var2",118.404157757788,"58","var2",1.29005349980133
"231","58","var3",1090.63438775734,"58","var3",0.984667338590615
"232","58","var4",9990.67094965202,"58","var4",0.906049218231322
"233","59","var1",8.89223646745669,"59","var1",0.964310962062432
"234","59","var2",98.1072771683516,"59","var2",1.06891209450528
"235","59","var3",675.841308761313,"59","var3",0.610175940056337
"236","59","var4",9147.52505002824,"59","var4",0.829584715791105
"237","60","var1",9.71189423913306,"60","var1",1.0531980465726
"238","60","var2",121.686026016757,"60","var2",1.3258105687552
"239","60","var3",1056.45514890136,"60","var3",0.953808986298444
"240","60","var4",9393.75642643145,"60","var4",0.85191532273617
"241","61","var1",9.87164609972911,"61","var1",1.07052220016955
"242","61","var2",105.820007124097,"61","var2",1.15294490602856
"243","61","var3",911.934910680619,"61","var3",0.823330468530529
"244","61","var4",11148.0374035049,"61","var4",1.01101023396341
"245","62","var1",9.58974786483112,"62","var1",1.03995198770466
"246","62","var2",89.3417178802852,"62","var2",0.973408349945754
"247","62","var3",985.431796870031,"62","var3",0.889686329056475
"248","62","var4",9862.83391681494,"62","var4",0.894455738249171
"249","63","var1",8.46450672693259,"63","var1",0.917926176963991
"250","63","var2",100.259828113493,"63","var2",1.09236486789489
"251","63","var3",1044.6651061733,"63","var3",0.943164475062398
"252","63","var4",10368.6062649158,"63","var4",0.940323993034975
"253","64","var1",10.0910665493426,"64","var1",1.09431706275978
"254","64","var2",104.633755635046,"64","var2",1.14002029329473
"255","64","var3",1008.24888386434,"64","var3",0.91028648670534
"256","64","var4",9793.90476363924,"64","var4",0.88820458598293
"257","65","var1",10.9999390410735,"65","var1",1.19287896111917
"258","65","var2",105.621613248923,"65","var2",1.15078333739909
"259","65","var3",997.22823305181,"65","var3",0.900336612552351
"260","65","var4",8218.91149784107,"65","var4",0.745369192405511
"261","66","var1",9.41580101875726,"66","var1",1.02108847107427
"262","66","var2",101.775072189306,"66","var2",1.1088739665623
"263","66","var3",1066.0316736738,"66","var3",0.962455047037479
"264","66","var4",9724.16667528851,"66","var4",0.881880071768664
"265","67","var1",9.46244814837727,"67","var1",1.02614707906406
"266","67","var2",112.71181317378,"67","var2",1.22803347287207
"267","67","var3",812.441230210134,"67","var3",0.733503686379538
"268","67","var4",10793.7984794715,"67","var4",0.978884473661124
"269","68","var1",12.5378030580583,"68","var1",1.35965130631794
"270","68","var2",101.453971758804,"68","var2",1.10537546835074
"271","68","var3",993.900372628005,"68","var3",0.897332090135404
"272","68","var4",9201.74340603556,"68","var4",0.834501752827135
"273","69","var1",10.5234379115204,"69","var1",1.14120520454006
"274","69","var2",93.8732128697498,"69","var2",1.02278052640639
"275","69","var3",1048.29329037354,"69","var3",0.946440141518969
"276","69","var4",10816.5930061559,"69","var4",0.980951698493811
"277","70","var1",10.1228601783059,"70","var1",1.09776489560198
"278","70","var2",103.386461265121,"70","var2",1.12643059764826
"279","70","var3",1038.21317780772,"70","var3",0.937339422043866
"280","70","var4",9148.76030693561,"70","var4",0.829696740655189
"281","71","var1",9.85446733156182,"71","var1",1.06865926337979
"282","71","var2",97.1797583405792,"71","var2",1.05880646196198
"283","71","var3",951.149684789957,"71","var3",0.858735098798125
"284","71","var4",11262.3055703201,"71","var4",1.02137315991037
"285","72","var1",9.98381149949514,"72","var1",1.08268588080876
"286","72","var2",105.430436188574,"72","var2",1.14870039841742
"287","72","var3",1106.74120643037,"72","var3",0.999209203815086
"288","72","var4",10125.2001605607,"72","var4",0.918249608674301
"289","73","var1",11.9526052909705,"73","var1",1.29619003604667
"290","73","var2",108.625015830492,"73","var2",1.18350642825196
"291","73","var3",889.260069178554,"73","var3",0.802858735669883
"292","73","var4",9640.93737033615,"73","var4",0.874332045508361
"293","74","var1",10.2365121680234,"74","var1",1.11008978821429
"294","74","var2",97.2404882430673,"74","var2",1.05946813486884
"295","74","var3",808.660665432512,"74","var3",0.730090444783879
"296","74","var4",8714.97647010179,"74","var4",0.79035708987244
"297","75","var1",9.80851939403439,"75","var1",1.0636764786772
"298","75","var2",95.5259947396644,"75","var2",1.0407881460379
"299","75","var3",978.527035545909,"75","var3",0.883452440749865
"300","75","var4",8182.43944921723,"75","var4",0.742061559583907
"301","76","var1",10.6827469362931,"76","var1",1.15848133518571
"302","76","var2",92.0810264840883,"76","var2",1.00325404724467
"303","76","var3",1014.25980805127,"76","var3",0.91571338392044
"304","76","var4",9235.54890628635,"76","var4",0.837567557639294
"305","77","var1",9.29086384050679,"77","var1",1.00753976586417
"306","77","var2",106.431192290814,"77","var2",1.15960397593186
"307","77","var3",929.681838314723,"77","var3",0.839353088207474
"308","77","var4",10166.8647311013,"77","var4",0.922028148850078
"309","78","var1",10.2967000661702,"78","var1",1.116616813241
"310","78","var2",81.2699006390827,"78","var2",0.885463160528745
"311","78","var3",931.05724503965,"78","var3",0.840594859138701
"312","78","var4",10498.8927637768,"78","var4",0.952139613931115
"313","79","var1",10.1380824221733,"79","var1",1.099415658791
"314","79","var2",92.2637960252864,"79","var2",1.00524538345063
"315","79","var3",919.554979206873,"79","var3",0.830210164127743
"316","79","var4",8876.53664191478,"79","var4",0.805008905361726
"317","80","var1",9.22350189802769,"80","var1",1.00023475774882
"318","80","var2",88.6143099758164,"80","var2",0.965482993854266
"319","80","var3",1144.2113879338,"80","var3",1.03303874771325
"320","80","var4",9802.99401785602,"80","var4",0.889028886144443
"321","81","var1",10.6191856443181,"81","var1",1.15158848535668
"322","81","var2",108.819835479039,"81","var2",1.18562905446878
"323","81","var3",1018.58771524502,"81","var3",0.919620787635172
"324","81","var4",11196.9500390408,"81","var4",1.01544609772194
"325","82","var1",11.090561796584,"82","var1",1.20270646816657
"326","82","var2",87.831333792201,"82","var2",0.956952202494722
"327","82","var3",1127.92115631556,"82","var3",1.01833129011553
"328","82","var4",9576.11474897161,"82","var4",0.868453312667791
"329","83","var1",8.86020494605935,"83","var1",0.96083733117913
"330","83","var2",97.0390309232922,"83","var2",1.05727318897033
"331","83","var3",916.632116609298,"83","var3",0.827571289572415
"332","83","var4",9045.0754106296,"83","var4",0.820293606499947
"333","84","var1",9.51563991482804,"84","var1",1.03191541458546
"334","84","var2",94.1224042341897,"84","var2",1.02549555092837
"335","84","var3",1254.04935180023,"84","var3",1.13220475308648
"336","84","var4",9502.69440210824,"84","var4",0.861794856172419
"337","85","var1",8.38673733830243,"85","var1",0.909492542271142
"338","85","var2",90.7873942754467,"85","var2",0.989159485112589
"339","85","var3",945.151541033391,"85","var3",0.853319740254913
"340","85","var4",10014.8483254761,"85","var4",0.908241852997764
"341","86","var1",10.5788691150224,"86","var1",1.14721639389303
"342","86","var2",110.084929498221,"86","var2",1.19941268333732
"343","86","var3",878.603329781264,"86","var3",0.793237414961336
"344","86","var4",8615.8293504517,"86","var4",0.781365484533663
"345","87","var1",10.1013925235918,"87","var1",1.09543685418671
"346","87","var2",102.826458131756,"87","var2",1.12032917337586
"347","87","var3",946.287484751262,"87","var3",0.854345314627059
"348","87","var4",10466.8923003047,"87","var4",0.949237507049801
"349","88","var1",9.760686461533,"88","var1",1.05848927731031
"350","88","var2",92.7673036348928,"88","var2",1.01073126981011
"351","88","var3",1058.6732170633,"88","var3",0.955811544899522
"352","88","var4",11549.5329679983,"88","var4",1.04742167661484
"353","89","var1",10.3901786895483,"89","var1",1.1267540224315
"354","89","var2",99.6041698961917,"89","var2",1.08522124900582
"355","89","var3",973.346575927165,"89","var3",0.878775319394876
"356","89","var4",10116.3656699321,"89","var4",0.91744841290198
"357","90","var1",10.9764570261206,"90","var1",1.19033247413434
"358","90","var2",90.1801183612071,"90","var2",0.98254300784232
"359","90","var3",1045.30854343502,"90","var3",0.943745395362689
"360","90","var4",9742.61536693615,"90","var4",0.883553174879454
"361","91","var1",10.1791609205516,"91","var1",1.10387038133871
"362","91","var2",104.391722217327,"91","var2",1.13738325703256
"363","91","var3",936.270379844403,"91","var3",0.845301480928305
"364","91","var4",9904.21370240943,"91","var4",0.898208451413023
"365","92","var1",8.60305651338756,"92","var1",0.932951089803285
"366","92","var2",106.351553665112,"92","var2",1.15873628606562
"367","92","var3",1194.41278473366,"92","var3",1.07836253021574
"368","92","var4",10671.1237774705,"92","var4",0.967759163018338
"369","93","var1",8.71337728556148,"93","var1",0.944914731384325
"370","93","var2",71.2925111047275,"93","var2",0.776756113990681
"371","93","var3",1060.00588805169,"93","var3",0.957014732338034
"372","93","var4",11296.3841039499,"93","var4",1.0244637259904
"373","94","var1",11.8860447538163,"94","var1",1.28897193564488
"374","94","var2",94.6140290083656,"94","var2",1.03085196976133
"375","94","var3",995.778396920838,"94","var3",0.899027643845237
"376","94","var4",8772.45930068589,"94","var4",0.795570180562236
"377","95","var1",9.64300494005981,"95","var1",1.04572740558051
"378","95","var2",116.432083132361,"95","var2",1.26856707719102
"379","95","var3",885.81335998225,"95","var3",0.79974691193746
"380","95","var4",10480.535191393,"95","var4",0.950474774383222
"381","96","var1",10.685259697938,"96","var1",1.15875382946857
"382","96","var2",99.1800144305168,"96","var2",1.08059993119641
"383","96","var3",796.876676159139,"96","var3",0.719451398843238
"384","96","var4",10157.2417245251,"96","var4",0.921155442939803
"385","97","var1",10.4093353356118,"97","var1",1.12883144849445
"386","97","var2",113.79068386375,"97","var2",1.23978813534157
"387","97","var3",920.320533456003,"97","var3",0.830901336415633
"388","97","var4",9449.08202481819,"97","var4",0.856932775059352
"389","98","var1",11.4414479794871,"98","var1",1.24075801952241
"390","98","var2",95.5413440408188,"98","var2",1.04095538188543
"391","98","var3",1101.04752938572,"98","var3",0.994068729715529
"392","98","var4",10421.7087530875,"98","var4",0.945139832545314
"393","99","var1",9.9713387432548,"99","var1",1.08133328344884
"394","99","var2",95.118708415671,"99","var2",1.03635062325459
"395","99","var3",1185.96570652371,"99","var3",1.07073617796312
"396","99","var4",9971.87081603574,"99","var4",0.904344243014791
"397","100","var1",9.56326694782741,"100","var1",1.03708028735733
"398","100","var2",102.985251829605,"100","var2",1.12205928462816
"399","100","var3",966.517390648956,"100","var3",0.872609664095429
"400","100","var4",8624.20495651026,"100","var4",0.782125064281592
"401","101","var1",9.79796946376849,"101","var1",1.062532400532
"402","101","var2",107.395525868976,"101","var2",1.17011071768013
"403","101","var3",1047.13510843023,"101","var3",0.945394489608008
"404","101","var4",9120.68602479132,"101","var4",0.8271506972996
"405","102","var1",9.5357838908258,"102","var1",1.03409991079687
"406","102","var2",87.5131942646448,"102","var2",0.953485964326054
"407","102","var3",981.037455462046,"102","var3",0.885718945937411
"408","102","var4",9261.40272623408,"102","var4",0.839912228329579
"409","103","var1",9.49385011389939,"103","var1",1.02955243830007
"410","103","var2",84.6537226787597,"103","var2",0.922331050539162
"411","103","var3",1126.62306664048,"103","var3",1.01715932403784
"412","103","var4",10053.4243908639,"103","var4",0.911740298103521
"413","104","var1",11.521325251239,"104","var1",1.2494202417937
"414","104","var2",94.8813590638035,"104","var2",1.03376462148024
"415","104","var3",985.471453460205,"104","var3",0.889722132575548
"416","104","var4",10312.0522373199,"104","var4",0.935195135048431
"417","105","var1",10.4009002877022,"105","var1",1.12791671695368
"418","105","var2",93.4379059618696,"105","var2",1.01803770984798
"419","105","var3",1197.55651782192,"105","var3",1.08120081527993
"420","105","var4",8947.43926237527,"105","var4",0.811439030441666
"421","106","var1",10.3220509534322,"106","var1",1.11936596848156
"422","106","var2",92.0537087972333,"106","var2",1.00295641177138
"423","106","var3",904.835745959549,"106","var3",0.816921065241416
"424","106","var4",10316.0977196089,"106","var4",0.935562017921845
"425","107","var1",7.82954271793254,"107","var1",0.849068049243846
"426","107","var2",73.5000060568341,"107","var2",0.80080752099097
"427","107","var3",1100.35882583511,"107","var3",0.993446941240974
"428","107","var4",10007.9145534698,"107","var4",0.907613032497384
"429","108","var1",9.47349793621308,"108","var1",1.02734536383499
"430","108","var2",91.7095325578157,"108","var2",0.999206494786898
"431","108","var3",986.620193916855,"108","var3",0.890759260343459
"432","108","var4",12575.8543410939,"108","var4",1.14049827601779
"433","109","var1",8.57299367967984,"109","var1",0.929690951569095
"434","109","var2",108.400071816758,"109","var2",1.18105558684848
"435","109","var3",795.421142358476,"109","var3",0.718137286057307
"436","109","var4",10543.0045525397,"109","var4",0.956140091168806
"437","110","var1",10.2158133676276,"110","var1",1.10784512454659
"438","110","var2",118.496133277543,"110","var2",1.29105560431694
"439","110","var3",1186.55200201803,"110","var3",1.07126550844317
"440","110","var4",8651.60922282487,"110","var4",0.784610344218813
"441","111","var1",10.6173434903332,"111","var1",1.15138871454673
"442","111","var2",97.6910097431713,"111","var2",1.06437671957524
"443","111","var3",906.47681454985,"111","var3",0.818402686084656
"444","111","var4",10286.4026558169,"111","var4",0.932868986646002
"445","112","var1",10.0002154565249,"112","var1",1.08446479386881
"446","112","var2",106.66448591862,"112","var2",1.16214578921553
"447","112","var3",871.392937228779,"112","var3",0.786727590840121
"448","112","var4",9777.22656101745,"112","var4",0.886692047683637
"449","113","var1",6.66948472638316,"113","var1",0.723266554650985
"450","113","var2",106.230788825437,"113","var2",1.15742051213482
"451","113","var3",1026.54022211494,"113","var3",0.926800621558101
"452","113","var4",9921.29035054849,"113","var4",0.899757124547628
"453","114","var1",11.7680337553693,"114","var1",1.27617433406705
"454","114","var2",105.133871545742,"114","var2",1.14546922594302
"455","114","var3",1001.38191473599,"114","var3",0.904086718669695
"456","114","var4",9869.42202091673,"114","var4",0.895053210290952
"457","115","var1",11.341613896017,"115","var1",1.22993159790958
"458","115","var2",100.300704604649,"115","var2",1.09281023114458
"459","115","var3",853.526006381963,"115","var3",0.770596627573968
"460","115","var4",9770.78535078957,"115","var4",0.886107897377733
"461","116","var1",9.41222463550689,"116","var1",1.02070063325805
"462","116","var2",95.6531328559258,"116","var2",1.04217335898099
"463","116","var3",843.394591462824,"116","var3",0.761449590329801
"464","116","var4",9862.70617218254,"116","var4",0.894444153148941
"465","117","var1",9.20755111424648,"117","var1",0.998504988673289
"466","117","var2",95.820884442714,"117","var2",1.0440010694747
"467","117","var3",1080.25390017351,"117","var3",0.97529542881299
"468","117","var4",9087.46134515721,"117","var4",0.824137566834171
"469","118","var1",9.32699735686008,"118","var1",1.0114582340746
"470","118","var2",116.566950426375,"118","var2",1.27003650214997
